"Jahr","QuarSort","QuarLang","GbdArt1","GbdArt1n","AnzGeb","Rauminhalt","PersonenGT2","AnzWhg","WohnFl","PersInWhgGT2","KreisSort","KreisLang","GbdArt2","GbdArt2n","GbdArtPub","GbdArtPubName"
2019,11,"Rathaus",230.1,"Gross- und Einzelhandelsgebäude",22,9226,".",2,273,".",1,"Kreis 1",230,"Gross- und Einzelhandelsgebäude",4,"Kommerzielle Gebäude"
2008,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",11,2565,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2009,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",11,2628,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2010,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",10,2358,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2011,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",10,2358,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2012,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",10,2358,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2013,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",10,2358,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2014,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",10,2358,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2015,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",10,2358,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2016,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",10,2358,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2017,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",10,2358,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2018,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",10,2358,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2019,11,"Rathaus",242.1,"Garagen (1-9 Parkplätze)",10,2358,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",7,"Kleingebäude"
2008,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",4,8267,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2009,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",4,8267,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2010,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",4,8267,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2011,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",5,10130,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2012,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",5,10130,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2013,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",5,13508,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2014,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",5,13508,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2015,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",5,13508,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2016,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",5,13508,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2017,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",5,13508,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2018,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",5,13508,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2019,11,"Rathaus",242.2,"Garagen (mehr als 9 Parkplätze)",5,13508,".",0,0,".",1,"Kreis 1",242,"Garagengebäude",6,"Infrastrukturgebäude"
2008,11,"Rathaus",251.1,"Industriegebäude",13,5461,5,4,179,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2009,11,"Rathaus",251.1,"Industriegebäude",13,5461,5,4,179,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2010,11,"Rathaus",251.1,"Industriegebäude",13,5461,5,4,179,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2011,11,"Rathaus",251.1,"Industriegebäude",12,4988,".",6,327,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2012,11,"Rathaus",251.1,"Industriegebäude",12,4988,3,6,327,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2013,11,"Rathaus",251.1,"Industriegebäude",12,5068,4,6,378,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2014,11,"Rathaus",251.1,"Industriegebäude",12,5261,3,6,378,3,1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2015,11,"Rathaus",251.1,"Industriegebäude",10,4429,".",4,258,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2016,11,"Rathaus",251.1,"Industriegebäude",9,3159,".",2,110,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2017,11,"Rathaus",251.1,"Industriegebäude",9,3159,".",2,110,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2018,11,"Rathaus",251.1,"Industriegebäude",8,3021,".",2,110,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2019,11,"Rathaus",251.1,"Industriegebäude",8,3021,".",2,110,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2008,11,"Rathaus",251.2,"Werkstattgebäude",21,11581,6,2,130,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2009,11,"Rathaus",251.2,"Werkstattgebäude",21,11581,6,2,130,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2010,11,"Rathaus",251.2,"Werkstattgebäude",20,10058,6,2,130,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2011,11,"Rathaus",251.2,"Werkstattgebäude",20,10093,6,2,131,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2012,11,"Rathaus",251.2,"Werkstattgebäude",20,10093,6,2,120,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2013,11,"Rathaus",251.2,"Werkstattgebäude",20,10148,5,2,120,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2014,11,"Rathaus",251.2,"Werkstattgebäude",20,10148,5,2,120,5,1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2015,11,"Rathaus",251.2,"Werkstattgebäude",20,10148,5,2,120,5,1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2016,11,"Rathaus",251.2,"Werkstattgebäude",20,10148,5,2,120,5,1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2017,11,"Rathaus",251.2,"Werkstattgebäude",20,10148,8,2,120,6,1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2018,11,"Rathaus",251.2,"Werkstattgebäude",21,10393,5,2,120,4,1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2019,11,"Rathaus",251.2,"Werkstattgebäude",21,10389,3,2,120,3,1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2008,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",5,981,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2009,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",5,981,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2010,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",2,396,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2011,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",2,396,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2012,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",2,396,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2013,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",2,396,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2014,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",2,396,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2015,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",2,396,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2016,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",2,396,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2017,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",2,396,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2018,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",2,396,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2019,11,"Rathaus",251.9,"Übriges Gebäude für Industrie",2,396,".",0,0,".",1,"Kreis 1",251,"Industriegebäude",5,"Produktions- und Lagergebäude"
2008,11,"Rathaus",252.1,"Lager, Silo",8,5269,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2009,11,"Rathaus",252.1,"Lager, Silo",8,5269,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2010,11,"Rathaus",252.1,"Lager, Silo",8,5700,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2011,11,"Rathaus",252.1,"Lager, Silo",8,5700,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2012,11,"Rathaus",252.1,"Lager, Silo",7,4605,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2013,11,"Rathaus",252.1,"Lager, Silo",7,4760,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2014,11,"Rathaus",252.1,"Lager, Silo",7,4760,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2015,11,"Rathaus",252.1,"Lager, Silo",7,4760,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2016,11,"Rathaus",252.1,"Lager, Silo",7,4760,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2017,11,"Rathaus",252.1,"Lager, Silo",7,4760,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2018,11,"Rathaus",252.1,"Lager, Silo",6,4395,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2019,11,"Rathaus",252.1,"Lager, Silo",6,4395,".",0,0,".",1,"Kreis 1",252,"Behälter, Silos, Lagergebäude",5,"Produktions- und Lagergebäude"
2008,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",3,7940,".",2,166,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2009,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",3,7940,".",2,166,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2010,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",3,7940,".",2,166,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2011,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",3,7940,".",2,167,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2012,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",3,7940,".",1,66,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2013,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",3,7940,".",1,66,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2014,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",3,7940,".",1,66,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2015,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",4,14664,".",1,66,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2016,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",4,14664,".",1,66,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2017,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",4,14664,".",1,66,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2018,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",4,14664,".",1,66,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2019,11,"Rathaus",261.1,"Theater-, Konzert- und Kinogebäude",4,14664,".",1,66,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2008,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,5094,".",1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2009,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,5094,".",1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2010,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,5094,3,1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2011,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,5094,4,1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2012,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,5094,4,1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2013,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,5094,5,1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2014,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,5094,".",1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2015,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,5094,".",1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2016,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,5094,".",1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2017,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",2,5094,".",1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2018,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",1,3030,".",1,102,".",1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2019,11,"Rathaus",261.2,"Versammlungsgebäude, Mehrzweckhalle",1,3030,3,1,102,3,1,"Kreis 1",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2008,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,4,2,177,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2009,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,".",2,177,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2010,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,".",3,286,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2011,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,".",2,210,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2012,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,".",2,210,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2013,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,".",2,210,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2014,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,".",2,210,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2015,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,".",2,210,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2016,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,".",2,210,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2017,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,".",2,210,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2018,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114159,".",2,210,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2019,11,"Rathaus",262.1,"Museen und Bibliotheken",5,114160,".",1,109,".",1,"Kreis 1",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2008,11,"Rathaus",263.1,"Schulhaus",3,37156,".",2,181,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2009,11,"Rathaus",263.1,"Schulhaus",3,42083,".",2,181,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2010,11,"Rathaus",263.1,"Schulhaus",3,42353,".",2,181,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2011,11,"Rathaus",263.1,"Schulhaus",3,42353,".",1,80,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2012,11,"Rathaus",263.1,"Schulhaus",3,42353,".",1,80,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2013,11,"Rathaus",263.1,"Schulhaus",3,42353,".",1,80,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2014,11,"Rathaus",263.1,"Schulhaus",3,42353,".",1,80,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2015,11,"Rathaus",263.1,"Schulhaus",3,42353,".",1,80,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2016,11,"Rathaus",263.1,"Schulhaus",3,42353,".",1,80,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2017,11,"Rathaus",263.1,"Schulhaus",2,38793,".",1,80,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2018,11,"Rathaus",263.1,"Schulhaus",2,38793,".",1,80,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2019,11,"Rathaus",263.1,"Schulhaus",2,38793,".",1,80,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2008,11,"Rathaus",263.2,"Hort, Kindergarten",2,2560,".",0,0,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2009,11,"Rathaus",263.2,"Hort, Kindergarten",2,2560,".",0,0,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2010,11,"Rathaus",263.2,"Hort, Kindergarten",2,2560,".",0,0,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2011,11,"Rathaus",263.2,"Hort, Kindergarten",1,1780,".",0,0,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2012,11,"Rathaus",263.2,"Hort, Kindergarten",1,1780,".",0,0,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2013,11,"Rathaus",263.2,"Hort, Kindergarten",1,1780,".",0,0,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2014,11,"Rathaus",263.2,"Hort, Kindergarten",1,1780,".",0,0,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2015,11,"Rathaus",263.2,"Hort, Kindergarten",1,1800,".",0,0,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2016,11,"Rathaus",263.2,"Hort, Kindergarten",1,1800,".",0,0,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2008,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,".",1,76,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2009,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,".",1,76,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2010,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,".",1,76,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2011,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,".",1,120,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2012,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,".",1,120,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2013,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,".",1,120,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2014,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,".",1,120,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2015,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,".",1,120,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2016,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,".",1,120,".",1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2017,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,3,1,120,3,1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2018,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,3,1,120,3,1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2019,11,"Rathaus",263.3,"Hochschulgebäude",1,2529,3,1,120,3,1,"Kreis 1",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2008,11,"Rathaus",264.2,"Kranken- und Pflegeheime",1,6245,44,0,0,".",1,"Kreis 1",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2009,11,"Rathaus",264.2,"Kranken- und Pflegeheime",1,6245,44,0,0,".",1,"Kreis 1",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2010,11,"Rathaus",264.2,"Kranken- und Pflegeheime",1,6245,48,0,0,".",1,"Kreis 1",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2011,11,"Rathaus",264.2,"Kranken- und Pflegeheime",1,6245,44,0,0,".",1,"Kreis 1",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2012,11,"Rathaus",264.2,"Kranken- und Pflegeheime",1,6245,50,0,0,".",1,"Kreis 1",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2013,11,"Rathaus",264.2,"Kranken- und Pflegeheime",1,6245,50,0,0,".",1,"Kreis 1",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2014,11,"Rathaus",264.2,"Kranken- und Pflegeheime",1,6245,40,0,0,".",1,"Kreis 1",264,"Krankenhäuser und Facheinrichtungen des Gesundheitswesens",6,"Infrastrukturgebäude"
2008,11,"Rathaus",265.9,"Übriges Gebäude für Sport",1,2520,".",0,0,".",1,"Kreis 1",265,"Sporthallen",6,"Infrastrukturgebäude"
2009,11,"Rathaus",265.9,"Übriges Gebäude für Sport",1,2520,".",0,0,".",1,"Kreis 1",265,"Sporthallen",6,"Infrastrukturgebäude"
2010,11,"Rathaus",265.9,"Übriges Gebäude für Sport",1,2520,".",0,0,".",1,"Kreis 1",265,"Sporthallen",6,"Infrastrukturgebäude"
